time,q1,q2,tau,
10472,2252,0,3,
10476,2252,0,0,
10480,2256,0,0,
10484,2264,0,0,
10488,2259,0,0,
10492,2256,0,0,
10496,2265,0,2,
10500,2258,0,0,
10504,2277,0,0,
10508,2279,0,0,
10512,2279,0,0,
10516,2277,0,6,
10520,2290,0,0,
10524,2292,0,0,
10528,2297,0,2,
10532,2302,0,0,
10536,2309,0,2,
10540,2298,0,0,
10544,2312,0,0,
10548,2305,0,0,
10552,2322,0,0,
10556,2330,0,0,
10560,2309,0,0,
10564,2324,0,2,
10568,2314,0,0,
10572,2338,0,0,
10576,2323,0,1,
10580,2324,0,3,
10584,2332,0,0,
10588,2333,0,0,
10592,2330,0,0,
10596,2328,0,2,
10600,2327,0,0,
10604,2327,0,0,
10608,2319,0,0,
10612,2326,0,0,
10616,2328,0,0,
10620,2328,0,0,
10624,2331,0,0,
10628,2331,0,0,
10632,2327,0,0,
10636,2324,0,0,
10640,2327,0,2,
10644,2327,0,2,
10648,2329,0,0,
10652,2331,0,0,
10656,2338,0,0,
10660,2327,0,0,
10664,2320,0,2,
10668,2317,0,2,
10672,2320,0,0,
10676,2314,0,0,
10680,2322,0,4,
10684,2310,0,0,
10688,2316,0,0,
10692,2299,0,0,
10696,2301,0,6,
10700,2304,0,10,
10704,2305,0,0,
10708,2295,0,0,
10712,2295,0,0,
10716,2285,0,0,
10720,2300,0,0,
10724,2293,0,0,
10728,2290,0,2,
10732,2292,0,0,
10736,2286,0,0,
10740,2282,0,0,
10744,2270,0,0,
10748,2264,0,2,
10752,2263,0,3,
10756,2263,0,0,
10760,2274,0,0,
10764,2259,0,2,
10768,2262,0,0,
10772,2243,0,3,
10776,2247,0,0,
10780,2247,0,0,
10784,2248,0,0,
10788,2246,0,0,
10792,2236,0,6,
10796,2236,0,0,
10800,2242,0,1,
10804,2221,0,6,
10808,2221,0,6,
10812,2228,0,0,
10816,2228,0,0,
10820,2211,0,0,
10824,2223,0,0,
10828,2199,0,0,
10832,2216,0,0,
10836,2210,0,0,
10840,2213,0,0,
10844,2208,0,0,
10848,2208,0,0,
10852,2206,0,0,
10856,2206,0,0,
10860,2185,0,2,
10864,2189,0,2,
10868,2199,0,2,
10872,2176,0,1,
10876,2188,0,6,
10880,2189,0,0,
10884,2189,0,0,
10888,2183,0,2,
10892,2168,0,0,
10896,2175,0,0,
10900,2179,0,4,
10904,2167,0,0,
10908,2166,0,0,
10912,2166,0,0,
10916,2168,0,0,
10920,2168,0,0,
10924,2164,0,0,
10928,2158,0,0,
10932,2150,0,2,
10936,2160,0,6,
10940,2145,0,0,
10944,2137,0,6,
10948,2154,0,0,
10952,2144,0,0,
10956,2142,0,6,
10960,2133,0,0,
10964,2133,0,0,
10968,2135,0,0,
10972,2142,0,0,
10976,2142,0,0,
10980,2125,0,0,
10984,2125,0,0,
10988,2136,0,2,
10992,2132,0,0,
10996,2119,0,0,
11000,2120,0,4,
11004,2116,0,0,
11008,2120,0,0,
11012,2130,0,0,
11016,2130,0,0,
11020,2114,0,0,
11024,2116,0,0,
11028,2105,0,1,
11032,2108,0,1,
11036,2112,0,6,
11040,2101,0,0,
11044,2112,0,0,
11048,2112,0,0,
11052,2102,0,0,
11056,2097,0,0,
11060,2091,0,4,
11064,2091,0,4,
11068,2095,0,0,
11072,2106,0,0,
11076,2106,0,0,
11080,2100,0,0,
11084,2093,0,0,
11088,2083,0,0,
11092,2083,0,0,
11096,2092,0,0,
11100,2101,0,6,
11104,2087,0,1,
11108,2095,0,1,
11112,2096,0,1,
11116,2096,0,1,
11120,2101,0,0,
11124,2101,0,0,
11128,2101,0,2,
11132,2092,0,3,
11136,2096,0,0,
11140,2096,0,0,
11144,2089,0,0,
11148,2089,0,0,
11152,2094,0,0,
11156,2096,0,0,
11160,2088,0,3,
11164,2094,0,0,
11168,2093,0,0,
11172,2096,0,2,
11176,2096,0,2,
11180,2091,0,0,
11184,2089,0,0,
11188,2093,0,0,
11192,2081,0,1,
11196,2081,0,0,
11200,2088,0,4,
11204,2094,0,0,
11208,2094,0,0,
11212,2095,0,0,
11216,2095,0,0,
11220,2096,0,0,
11224,2080,0,0,
11228,2081,0,0,
11232,2095,0,0,
11236,2095,0,0,
11240,2085,0,0,
11244,2087,0,2,
11248,2087,0,2,
11252,2081,0,10,
11256,2081,0,10,
11260,2093,0,1,
11264,2089,0,2,
11268,2094,0,0,
11272,2094,0,0,
11276,2083,0,0,
11280,2095,0,0,
11284,2085,0,2,
11288,2087,0,0,
11292,2087,0,0,
11296,2096,0,0,
11300,2096,0,0,
11304,2088,0,0,
11308,2083,0,0,
11312,2110,0,0,
11316,2089,0,0,
11320,2089,0,0,
11324,2109,0,0,
11328,2109,0,0,
11332,2104,0,0,
11336,2116,0,1,
11340,2104,0,0,
11344,2116,0,0,
11348,2116,0,2,
11352,2120,0,0,
11356,2117,0,0,
11360,2128,0,2,
11364,2128,0,2,
11368,2130,0,0,
11372,2143,0,0,
11376,2139,0,0,
11380,2140,0,0,
11384,2146,0,1,
11388,2144,0,0,
11392,2146,0,0,
11396,2145,0,6,
11400,2149,0,0,
11404,2151,0,0,
11408,2151,0,0,
11412,2170,0,0,
11416,2164,0,0,
11420,2170,0,0,
11424,2167,0,0,
11428,2167,0,0,
11432,2159,0,3,
11436,2172,0,3,
11440,2180,0,0,
11444,2186,0,0,
11448,2186,0,0,
11452,2181,0,0,
11456,2190,0,0,
11460,2192,0,0,
11464,2190,0,0,
11468,2196,0,2,
11472,2198,0,6,
11476,2198,0,6,
11480,2193,0,0,
11484,2196,0,1,
11488,2218,0,0,
11492,2207,0,3,
11496,2212,0,0,
11500,2212,0,0,
11504,2218,0,0,
11508,2228,0,0,
11512,2223,0,0,
11516,2223,0,0,
11520,2211,0,0,
11524,2223,0,0,
11528,2227,0,0,
11532,2238,0,0,
11536,2238,0,0,
11540,2250,0,0,
11544,2240,0,0,
11548,2250,0,0,
11552,2256,0,0,
11556,2256,0,0,
11560,2254,0,1,
11564,2254,0,1,
11568,2255,0,7,
11572,2255,0,7,
11576,2266,0,0,
11580,2263,0,6,
11584,2266,0,1,
11588,2269,0,0,
11592,2266,0,0,
11596,2274,0,0,
11600,2280,0,0,
11604,2269,0,3,
11608,2264,0,0,
11612,2283,0,1,
11616,2282,0,0,
11620,2282,0,0,
11624,2276,0,0,
11628,2287,0,0,
11632,2285,0,0,
11636,2285,0,0,
11640,2289,0,0,
11644,2296,0,4,
11648,2281,0,0,
11652,2291,0,4,
11656,2298,0,0,
11660,2298,0,0,
11664,2294,0,0,
11668,2304,0,0,
11672,2304,0,0,
11676,2295,0,0,
11680,2295,0,0,
11684,2312,0,0,
11688,2306,0,0,
11692,2299,0,2,
11696,2299,0,2,
11700,2314,0,0,
11704,2309,0,6,
11708,2309,0,6,
11712,2302,0,0,
11716,2302,0,0,
11720,2308,0,0,
11724,2314,0,1,
11728,2309,0,0,
11732,2309,0,0,
11736,2309,0,0,
11740,2307,0,0,
11744,2301,0,0,
11748,2314,0,0,
11752,2314,0,0,
11756,2309,0,2,
11760,2314,0,0,
11764,2318,0,1,
11768,2318,0,1,
11772,2311,0,0,
11776,2318,0,0,
11780,2299,0,0,
11784,2309,0,0,
11788,2310,0,0,
11792,2320,0,0,
11796,2310,0,0,
11800,2312,0,0,
11804,2308,0,0,
11808,2318,0,4,
11812,2315,0,0,
11816,2314,0,0,
11820,2303,0,0,
11824,2303,0,0,
11828,2303,0,4,
11832,2315,0,0,
11836,2310,0,0,
11840,2309,0,0,
11844,2309,0,0,
11848,2314,0,0,
11852,2303,0,0,
11856,2303,0,8,
11860,2303,0,2,
11864,2291,0,0,
11868,2310,0,0,
11872,2306,0,6,
11876,2295,0,0,
11880,2298,0,0,
11884,2296,0,0,
11888,2292,0,0,
11892,2294,0,1,
11896,2281,0,4,
11900,2292,0,0,
11904,2285,0,2,
11908,2279,0,0,
11912,2269,0,2,
11916,2265,0,2,
11920,2269,0,4,
11924,2261,0,2,
11928,2261,0,2,
11932,2260,0,0,
11936,2255,0,2,
11940,2247,0,0,
11944,2246,0,0,
11948,2239,0,3,
11952,2232,0,0,
11956,2232,0,0,
11960,2222,0,0,
11964,2226,0,0,
11968,2218,0,0,
11972,2203,0,2,
11976,2197,0,0,
11980,2207,0,0,
11984,2205,0,2,
11988,2198,0,0,
11992,2202,0,0,
11996,2202,0,0,
12000,2196,0,2,
12004,2187,0,0,
12008,2181,0,0,
12012,2182,0,1,
12016,2178,0,0,
12020,2178,0,0,
12024,2165,0,0,
12028,2174,0,3,
12032,2174,0,3,
12036,2164,0,0,
12040,2164,0,0,
12044,2149,0,0,
12048,2145,0,0,
12052,2145,0,0,
12056,2160,0,0,
12060,2146,0,1,
12064,2139,0,0,
12068,2144,0,0,
12072,2142,0,0,
12076,2136,0,0,
12080,2154,0,0,
12084,2129,0,0,
12088,2152,0,0,
12092,2135,0,0,
12096,2115,0,0,
12100,2115,0,0,
12104,2121,0,6,
12108,2128,0,0,
12112,2128,0,0,
12116,2128,0,3,
12120,2122,0,0,
12124,2113,0,0,
12128,2126,0,1,
12132,2107,0,0,
12136,2116,0,6,
12140,2116,0,6,
12144,2122,0,0,
12148,2113,0,0,
12152,2111,0,4,
12156,2112,0,0,
12160,2104,0,0,
12164,2109,0,2,
12168,2104,0,0,
12172,2120,0,0,
12176,2103,0,0,
12180,2104,0,2,
12184,2104,0,2,
12188,2109,0,0,
12192,2109,0,0,
12196,2110,0,0,
12200,2110,0,1,
12204,2114,0,0,
12208,2108,0,6,
12212,2108,0,6,
12216,2103,0,2,
12220,2098,0,0,
12224,2098,0,0,
12228,2112,0,0,
12232,2112,0,0,
12236,2106,0,0,
12240,2107,0,0,
12244,2107,0,0,
12248,2105,0,0,
12252,2109,0,0,
12256,2114,0,0,
12260,2116,0,2,
12264,2108,0,2,
12268,2091,0,0,
12272,2095,0,1,
12276,2112,0,0,
12280,2104,0,0,
12284,2093,0,1,
12288,2110,0,0,
12292,2103,0,0,
12296,2122,0,0,
12300,2122,0,0,
12304,2109,0,7,
12308,2108,0,0,
12312,2099,0,1,
12316,2107,0,0,
12320,2112,0,0,
12324,2106,0,0,
12328,2104,0,0,
12332,2107,0,0,
12336,2114,0,0,
12340,2111,0,0,
12344,2109,0,0,
12348,2101,0,0,
12352,2091,0,0,
12356,2100,0,0,
12360,2104,0,0,
12364,2110,0,0,
12368,2114,0,1,
12372,2106,0,0,
12376,2106,0,0,
12380,2109,0,0,
12384,2116,0,0,
12388,2101,0,0,
12392,2120,0,1,
12396,2111,0,6,
12400,2118,0,0,
12404,2122,0,0,
12408,2126,0,0,
12412,2123,0,4,
12416,2131,0,0,
12420,2129,0,2,
12424,2133,0,2,
12428,2138,0,0,
12432,2135,0,5,
12436,2136,0,1,
12440,2146,0,0,
12444,2142,0,0,
12448,2143,0,0,
12452,2143,0,0,
12456,2145,0,0,
12460,2160,0,0,
12464,2145,0,0,
12468,2158,0,0,
12472,2158,0,0,
12476,2162,0,0,
12480,2165,0,0,
12484,2165,0,0,
12488,2168,0,0,
12492,2172,0,0,
12496,2172,0,0,
12500,2170,0,0,
12504,2184,0,0,
12508,2169,0,0,
12512,2186,0,0,
12516,2184,0,0,
12520,2188,0,6,
12524,2194,0,0,
12528,2184,0,0,
12532,2190,0,0,
12536,2197,0,3,
12540,2191,0,2,
12544,2197,0,0,
12548,2198,0,0,
12552,2207,0,0,
12556,2199,0,0,
12560,2210,0,0,
12564,2210,0,0,
12568,2220,0,0,
12572,2214,0,0,
12576,2224,0,0,
12580,2215,0,2,
12584,2222,0,0,
12588,2232,0,0,
12592,2213,0,0,
12596,2234,0,0,
12600,2234,0,0,
12604,2242,0,0,
12608,2231,0,2,
12612,2231,0,2,
12616,2235,0,0,
12620,2250,0,1,
12624,2250,0,1,
12628,2247,0,0,
12632,2243,0,0,
12636,2241,0,0,
12640,2245,0,0,
12644,2245,0,0,
12648,2249,0,0,
12652,2252,0,0,
12656,2261,0,0,
12660,2243,0,0,
12664,2266,0,0,
12668,2259,0,0,
12672,2259,0,0,
12676,2262,0,0,
12680,2257,0,0,
12684,2261,0,0,
12688,2271,0,0,
12692,2274,0,0,
12696,2282,0,0,
12700,2282,0,0,
12704,2277,0,0,
12708,2274,0,0,
12712,2279,0,0,
12716,2271,0,0,
12720,2273,0,0,
12724,2273,0,0,
12728,2277,0,0,
12732,2286,0,0,
12736,2269,0,4,
12740,2279,0,3,
12744,2284,0,6,
12748,2284,0,6,
12752,2290,0,0,
12756,2291,0,1,
12760,2293,0,0,
12764,2293,0,0,
12768,2293,0,0,
12772,2289,0,0,
12776,2292,0,2,
12780,2279,0,2,
12784,2279,0,2,
12788,2292,0,0,
12792,2292,0,0,
12796,2292,0,0,
12800,2281,0,0,
12804,2296,0,1,
12808,2301,0,0,
12812,2301,0,0,
12816,2287,0,0,
12820,2285,0,0,
12824,2292,0,0,
12828,2292,0,0,
12832,2282,0,4,
12836,2282,0,4,
12840,2298,0,0,
12844,2296,0,0,
12848,2279,0,0,
12852,2287,0,0,
12856,2287,0,0,
12860,2285,0,0,
12864,2295,0,6,
12868,2291,0,0,
12872,2292,0,0,
12876,2297,0,7,
12880,2283,0,2,
12884,2300,0,0,
12888,2306,0,1,
12892,2306,0,1,
12896,2298,0,0,
12900,2287,0,2,
12904,2287,0,2,
12908,2287,0,2,
12912,2288,0,0,
12916,2295,0,8,
12920,2296,0,0,
12924,2292,0,0,
12928,2292,0,6,
12932,2294,0,0,
12936,2290,0,2,
12940,2290,0,2,
12944,2292,0,0,
12948,2287,0,2,
12952,2288,0,0,
12956,2273,0,0,
12960,2283,0,0,
12964,2286,0,1,
12968,2276,0,2,
12972,2276,0,2,
12976,2290,0,0,
12980,2272,0,0,
12984,2272,0,0,
12988,2275,0,1,
12992,2270,0,0,
12996,2270,0,0,
13000,2263,0,0,
13004,2259,0,2,
13008,2259,0,2,
13012,2262,0,0,
13016,2262,0,0,
13020,2260,0,0,
13024,2264,0,0,
13028,2249,0,0,
13032,2254,0,0,
13036,2253,0,3,
13040,2253,0,3,
13044,2254,0,0,
13048,2239,0,0,
13052,2244,0,0,
13056,2250,0,0,
13060,2250,0,0,
13064,2231,0,0,
13068,2237,0,2,
13072,2238,0,0,
13076,2231,0,0,
13080,2231,0,3,
13084,2236,0,0,
13088,2234,0,0,
13092,2234,0,0,
13096,2224,0,6,
13100,2224,0,6,
13104,2221,0,0,
13108,2218,0,0,
13112,2220,0,0,
13116,2217,0,2,
13120,2213,0,3,
13124,2213,0,0,
13128,2213,0,0,
13132,2210,0,1,
13136,2208,0,0,
13140,2191,0,1,
13144,2197,0,0,
13148,2206,0,0,
13152,2203,0,0,
13156,2202,0,0,
13160,2195,0,0,
13164,2186,0,0,
13168,2189,0,0,
13172,2177,0,0,
13176,2191,0,1,
13180,2191,0,1,
13184,2177,0,0,
13188,2182,0,0,
13192,2183,0,0,
13196,2169,0,0,
13200,2176,0,0,
13204,2176,0,0,
13208,2178,0,0,
13212,2174,0,0,
13216,2165,0,2,
13220,2174,0,0,
13224,2167,0,0,
13228,2170,0,0,
13232,2165,0,2,
13236,2162,0,0,
13240,2153,0,0,
13244,2156,0,2,
13248,2152,0,0,
13252,2152,0,0,
13256,2155,0,1,
13260,2152,0,2,
13264,2145,0,0,
13268,2150,0,0,
13272,2143,0,2,
13276,2140,0,0,
13280,2149,0,2,
13284,2141,0,0,
13288,2123,0,1,
13292,2135,0,0,
13296,2132,0,2,
13300,2138,0,0,
13304,2131,0,0,
13308,2127,0,0,
13312,2133,0,0,
13316,2126,0,0,
13320,2128,0,1,
13324,2119,0,4,
13328,2126,0,1,
13332,2112,0,0,
13336,2117,0,0,
13340,2124,0,0,
13344,2125,0,0,
13348,2115,0,0,
13352,2120,0,0,
13356,2113,0,1,
13360,2107,0,1,
13364,2118,0,0,
13368,2122,0,0,
13372,2113,0,0,
13376,2117,0,0,
13380,2116,0,0,
13384,2128,0,0,
13388,2116,0,0,
13392,2119,0,2,
13396,2110,0,0,
13400,2132,0,0,
13404,2119,0,2,
13408,2118,0,0,
13412,2127,0,0,
13416,2127,0,0,
13420,2120,0,0,
13424,2119,0,0,
13428,2119,0,0,
13432,2119,0,0,
13436,2117,0,0,
13440,2107,0,0,
13444,2122,0,0,
13448,2115,0,1,
13452,2117,0,0,
13456,2128,0,0,
13460,2117,0,2,
13464,2126,0,0,
13468,2112,0,0,
13472,2115,0,0,
13476,2132,0,0,
13480,2121,0,0,
13484,2134,0,0,
13488,2125,0,6,
13492,2123,0,0,
13496,2123,0,0,
13500,2142,0,0,
13504,2137,0,1,
13508,2137,0,1,
13512,2143,0,0,
13516,2145,0,6,
13520,2146,0,0,
13524,2147,0,2,
13528,2155,0,1,
13532,2156,0,0,
13536,2162,0,0,
13540,2168,0,0,
13544,2168,0,0,
13548,2155,0,0,
13552,2166,0,1,
13556,2168,0,0,
13560,2171,0,0,
13564,2167,0,0,
13568,2165,0,2,
13572,2178,0,0,
13576,2178,0,0,
13580,2177,0,2,
13584,2175,0,2,
13588,2189,0,0,
13592,2183,0,0,
13596,2186,0,0,
13600,2183,0,0,
13604,2179,0,0,
13608,2192,0,1,
13612,2198,0,0,
13616,2198,0,0,
13620,2206,0,4,
13624,2206,0,0,
13628,2197,0,2,
13632,2197,0,2,
13636,2208,0,1,
13640,2199,0,6,
13644,2199,0,6,
13648,2213,0,0,
13652,2218,0,1,
13656,2209,0,1,
13660,2209,0,1,
13664,2213,0,2,
13668,2222,0,1,
13672,2222,0,1,
13676,2222,0,0,
13680,2232,0,0,
13684,2224,0,0,
13688,2234,0,1,
13692,2237,0,0,
13696,2240,0,0,
13700,2240,0,0,
13704,2250,0,1,
13708,2240,0,0,
13712,2239,0,0,
13716,2233,0,0,
13720,2229,0,0,
13724,2239,0,2,
13728,2241,0,0,
13732,2241,0,0,
13736,2248,0,1,
13740,2248,0,1,
13744,2255,0,10,
13748,2243,0,0,
13752,2243,0,0,
13756,2256,0,0,
13760,2264,0,0,
13764,2249,0,0,
13768,2261,0,1,
13772,2261,0,1,
13776,2262,0,0,
13780,2258,0,2,
13784,2260,0,0,
13788,2268,0,0,
13792,2263,0,0,
13796,2264,0,0,
13800,2257,0,6,
13804,2261,0,0,
13808,2261,0,0,
13812,2271,0,2,
13816,2267,0,1,
13820,2270,0,4,
13824,2272,0,0,
13828,2261,0,0,
13832,2266,0,0,
13836,2266,0,0,
13840,2276,0,2,
13844,2272,0,0,
13848,2272,0,0,
13852,2282,0,0,
13856,2277,0,3,
13860,2265,0,0,
13864,2282,0,0,
13868,2277,0,0,
13872,2272,0,1,
13876,2279,0,0,
13880,2286,0,0,
13884,2276,0,0,
13888,2285,0,0,
13892,2277,0,0,
13896,2278,0,0,
13900,2278,0,0,
13904,2270,0,0,
13908,2277,0,0,
13912,2277,0,0,
13916,2280,0,0,
13920,2277,0,2,
13924,2277,0,0,
13928,2280,0,0,
13932,2274,0,0,
13936,2284,0,0,
13940,2280,0,6,
13944,2279,0,0,
13948,2279,0,0,
13952,2282,0,1,
13956,2269,0,0,
13960,2273,0,10,
13964,2282,0,1,
13968,2282,0,1,
13972,2277,0,10,
13976,2272,0,0,
13980,2287,0,0,
13984,2282,0,1,
13988,2280,0,0,
13992,2273,0,1,
13996,2277,0,0,
14000,2272,0,0,
14004,2275,0,0,
14008,2275,0,0,
14012,2277,0,0,
14016,2273,0,0,
14020,2280,0,0,
14024,2269,0,0,
14028,2282,0,1,
14032,2271,0,4,
14036,2271,0,4,
14040,2261,0,0,
14044,2263,0,0,
14048,2263,0,0,
14052,2257,0,2,
14056,2261,0,6,
14060,2261,0,6,
14064,2260,0,0,
14068,2270,0,1,
14072,2260,0,2,
14076,2250,0,1,
14080,2250,0,1,
14084,2263,0,0,
14088,2253,0,1,
14092,2256,0,0,
14096,2253,0,0,
14100,2241,0,0,
14104,2245,0,7,
14108,2245,0,7,
14112,2233,0,0,
14116,2235,0,0,
14120,2243,0,0,
14124,2236,0,0,
14128,2242,0,0,
14132,2242,0,0,
14136,2233,0,1,
14140,2238,0,0,
14144,2231,0,4,
14148,2227,0,0,
14152,2240,0,0,
14156,2231,0,0,
14160,2230,0,1,
14164,2224,0,0,
14168,2223,0,0,
14172,2229,0,0,
14176,2229,0,0,
14180,2228,0,2,
14184,2215,0,0,
14188,2218,0,0,
14192,2209,0,3,
14196,2213,0,6,
14200,2212,0,0,
14204,2212,0,0,
14208,2200,0,1,
14212,2196,0,0,
14216,2214,0,0,
14220,2205,0,0,
14224,2205,0,0,
14228,2197,0,2,
14232,2211,0,1,
14236,2199,0,0,
14240,2195,0,3,
14244,2192,0,6,
14248,2202,0,0,
14252,2192,0,0,
14256,2189,0,0,
14260,2189,0,0,
14264,2186,0,0,
14268,2189,0,0,
14272,2182,0,0,
14276,2182,0,0,
14280,2186,0,0,
14284,2174,0,0,
14288,2186,0,0,
14292,2181,0,2,
14296,2168,0,3,
14300,2171,0,0,
14304,2174,0,0,
14308,2166,0,0,
14312,2174,0,0,
14316,2172,0,0,
14320,2172,0,0,
14324,2159,0,0,
14328,2170,0,1,
14332,2170,0,0,
14336,2153,0,2,
14340,2153,0,2,
14344,2151,0,0,
14348,2152,0,0,
14352,2164,0,0,
14356,2162,0,0,
14360,2158,0,0,
14364,2149,0,6,
14368,2149,0,6,
14372,2150,0,2,
14376,2151,0,0,
14380,2151,0,0,
14384,2149,0,0,
14388,2155,0,0,
14392,2137,0,0,
14396,2143,0,6,
14400,2144,0,0,
14404,2144,0,2,
14408,2136,0,0,
14412,2144,0,0,
14416,2148,0,2,
14420,2145,0,0,
14424,2127,0,0,
14428,,,,
14432,2154,0,0,
14436,2143,0,0,
14440,2142,0,0,
14444,2131,0,0,
14448,2140,0,10,
14452,2141,0,0,
14456,2141,0,0,
14460,2138,0,0,
14464,2142,0,1,
14468,2135,0,2,
14472,2135,0,2,
14476,2128,0,0,
14480,2127,0,0,
14484,2140,0,0,
14488,2130,0,0,
14492,2140,0,0,
14496,2133,0,0,
14500,2132,0,0,
14504,2135,0,0,
14508,2125,0,0,
14512,2133,0,1,
14516,2134,0,0,
14520,2133,0,0,
14524,2143,0,4,
14528,2133,0,0,
14532,2133,0,0,
14536,2132,0,3,
14540,2119,0,1,
14544,2119,0,1,
14548,2134,0,0,
14552,2138,0,3,
14556,2130,0,0,
14560,2135,0,0,
14564,2132,0,1,
14568,2135,0,0,
14572,2138,0,0,
14576,2132,0,2,
14580,2135,0,0,
14584,2132,0,2,
14588,2141,0,2,
14592,2142,0,0,
14596,2123,0,0,
14600,2133,0,4,
14604,2130,0,2,
14608,2129,0,0,
14612,2129,0,0,
14616,2127,0,0,
14620,2131,0,0,
14624,2146,0,0,
14628,2119,0,2,
14632,2138,0,1,
14636,2138,0,0,
14640,2136,0,0,
14644,2141,0,0,
14648,2135,0,0,
14652,2146,0,0,
14656,2135,0,0,
14660,2146,0,6,
14664,2150,0,1,
14668,2148,0,0,
14672,2157,0,0,
14676,2152,0,0,
14680,2153,0,2,
14684,2172,0,0,
14688,2165,0,6,
14692,2155,0,0,
14696,2173,0,0,
14700,2186,0,0,
14704,2178,0,0,
14708,2177,0,1,
14712,2188,0,0,
14716,2191,0,0,
14720,2198,0,1,
14724,2200,0,0,
14728,2191,0,3,
14732,2197,0,0,
14736,2206,0,1,
14740,2202,0,2,
14744,2203,0,0,
14748,2207,0,1,
14752,2208,0,1,
14756,2208,0,0,
14760,2208,0,0,
14764,2221,0,0,
14768,2220,0,0,
14772,2223,0,0,
14776,2224,0,0,
14780,2229,0,0,
14784,2227,0,0,
14788,2227,0,0,
14792,2227,0,0,
14796,2240,0,0,
14800,2232,0,0,
14804,2232,0,0,
14808,2237,0,3,
14812,2227,0,0,
14816,2232,0,1,
14820,2250,0,1,
14824,2240,0,0,
14828,2240,0,0,
14832,2250,0,0,
14836,2235,0,0,
14840,2242,0,0,
14844,2242,0,0,
14848,2250,0,0,
14852,2260,0,2,
14856,2256,0,6,
14860,2250,0,0,
14864,2259,0,0,
14868,2256,0,2,
14872,2266,0,0,
14876,2251,0,0,
14880,2267,0,0,
14884,2258,0,0,
14888,2258,0,0,
14892,2251,0,0,
14896,2258,0,0,
14900,2258,0,0,
14904,2249,0,0,
14908,2262,0,0,
14912,2262,0,0,
14916,2255,0,1,
14920,2263,0,6,
14924,2270,0,0,
14928,2270,0,0,
14932,2264,0,0,
14936,2266,0,0,
14940,2241,0,0,
14944,2263,0,2,
14948,2261,0,4,
14952,2263,0,0,
14956,2260,0,0,
14960,2260,0,0,
14964,2260,0,0,
14968,2253,0,0,
14972,2258,0,0,
14976,2247,0,0,
14980,2268,0,0,
14984,2266,0,0,
14988,2264,0,2,
14992,2266,0,0,
14996,2267,0,0,
15000,2258,0,0,
15004,2253,0,8,
15008,2253,0,8,
15012,2261,0,2,
15016,2263,0,2,
15020,2261,0,2,
15024,2260,0,0,
15028,2260,0,0,
15032,2262,0,0,
15036,2259,0,0,
15040,2263,0,0,
15044,2251,0,0,
15048,2255,0,0,
15052,2266,0,0,
15056,2262,0,0,
15060,2262,0,0,
15064,2243,0,1,
15068,2256,0,0,
15072,2259,0,0,
15076,2259,0,0,
15080,2259,0,0,
15084,2259,0,0,
15088,2258,0,0,
15092,2260,0,0,
15096,2256,0,0,
15100,2256,0,0,
15104,2255,0,0,
15108,2248,0,4,
15112,2256,0,2,
15116,2258,0,4,
15120,2251,0,0,
15124,2239,0,2,
15128,2248,0,2,
15132,2248,0,2,
15136,2245,0,0,
15140,2245,0,0,
15144,2242,0,0,
15148,2240,0,0,
15152,2234,0,4,
15156,2237,0,2,
15160,2237,0,2,
15164,2231,0,0,
15168,2225,0,0,
15172,2229,0,6,
15176,2221,0,4,
15180,2234,0,0,
15184,2234,0,0,
15188,2228,0,0,
15192,2228,0,0,
15196,2224,0,0,
15200,2223,0,0,
15204,2211,0,0,
15208,2221,0,0,
15212,2220,0,0,
15216,2215,0,1,
15220,2215,0,1,
15224,2216,0,7,
15228,2205,0,0,
15232,2212,0,0,
15236,2222,0,0,
15240,2206,0,2,
15244,2218,0,0,
15248,2209,0,0,
15252,2205,0,0,
15256,2201,0,0,
15260,2202,0,7,
15264,2208,0,0,
15268,2201,0,0,
15272,2204,0,1,
15276,2199,0,0,
15280,2196,0,0,
15284,2189,0,0,
15288,2194,0,2,
15292,2200,0,6,
15296,2200,0,6,
15300,2193,0,0,
15304,2195,0,0,
15308,2195,0,0,
15312,2190,0,0,
15316,2186,0,1,
15320,2180,0,1,
15324,2189,0,2,
15328,2181,0,0,
15332,2183,0,6,
15336,2183,0,6,
15340,2181,0,0,
15344,2188,0,0,
15348,2178,0,0,
15352,2178,0,0,
15356,2164,0,1,
15360,2173,0,0,
15364,2173,0,0,
15368,2176,0,0,
15372,2174,0,3,
15376,2159,0,6,
15380,2159,0,6,
15384,2170,0,0,
15388,2164,0,3,
15392,2164,0,0,
15396,2165,0,0,
15400,2165,0,0,
15404,2153,0,2,
15408,2153,0,2,
15412,2161,0,2,
15416,2164,0,0,
15420,2165,0,7,
15424,2160,0,0,
15428,2160,0,2,
15432,2170,0,1,
15436,2144,0,2,
15440,2144,0,2,
15444,2162,0,1,
15448,2162,0,1,
15452,2152,0,3,
15456,2160,0,0,
15460,2151,0,0,
15464,2151,0,0,
15468,2151,0,0,
15472,2145,0,0,
15476,2145,0,0,
15480,2149,0,0,
15484,2153,0,0,
15488,2150,0,0,
15492,2150,0,0,
15496,2149,0,0,
15500,2149,0,6,
15504,2150,0,0,
15508,2144,0,1,
15512,2154,0,0,
15516,2153,0,0,
15520,2144,0,0,
15524,2148,0,6,
15528,2155,0,0,
15532,2149,0,0,
15536,2144,0,1,
15540,2144,0,0,
15544,2137,0,0,
15548,2144,0,0,
15552,2147,0,6,
15556,2154,0,0,
